accel_stddev,gyro_stddev,bpm,activity,participant_id,participant_no,received_at,bpm_filled
0.012984,19.6526,0,DUDUK,PSR_001,1,2026-05-02T10:35:27.440329,80.0
0.03367,30.9924,0,DUDUK,PSR_001,1,2026-05-02T10:35:29.436682,80.0
0.024653,28.2483,0,DUDUK,PSR_001,1,2026-05-02T10:35:31.437199,80.0
0.011243,13.379,0,DUDUK,PSR_001,1,2026-05-02T10:35:33.438319,80.0
0.012932,5.9294,0,DUDUK,PSR_001,1,2026-05-02T10:35:35.443163,80.0
0.038141,44.5737,49,DUDUK,PSR_001,1,2026-05-02T10:35:37.448227,49.0
0.007941,11.7289,49,DUDUK,PSR_001,1,2026-05-02T10:35:39.448052,49.0
0.009864,6.2841,0,DUDUK,PSR_001,1,2026-05-02T10:35:41.448257,80.0
0.056183,18.2324,0,DUDUK,PSR_001,1,2026-05-02T10:35:43.448632,80.0
0.200169,42.7393,0,DUDUK,PSR_001,1,2026-05-02T10:35:45.459182,80.0
0.121475,49.3429,67,DUDUK,PSR_001,1,2026-05-02T10:35:47.463257,67.0
0.016637,18.6636,90,DUDUK,PSR_001,1,2026-05-02T10:35:49.457779,90.0
0.051644,26.0245,89,DUDUK,PSR_001,1,2026-05-02T10:35:51.463277,89.0
0.047141,14.8833,81,DUDUK,PSR_001,1,2026-05-02T10:35:53.475048,81.0
0.006501,5.488,77,DUDUK,PSR_001,1,2026-05-02T10:35:55.480088,77.0
0.030376,10.0017,77,DUDUK,PSR_001,1,2026-05-02T10:35:57.484894,77.0
0.017324,8.8343,72,DUDUK,PSR_001,1,2026-05-02T10:35:59.493519,72.0
0.02072,5.6601,68,DUDUK,PSR_001,1,2026-05-02T10:36:01.503093,68.0
0.00584,1.093,65,DUDUK,PSR_001,1,2026-05-02T10:36:03.512324,65.0
0.217509,51.3614,65,DUDUK,PSR_001,1,2026-05-02T10:36:05.520036,65.0
0.022161,15.4882,119,DUDUK,PSR_001,1,2026-05-02T10:36:07.528749,119.0
0.021786,7.5088,117,DUDUK,PSR_001,1,2026-05-02T10:36:09.541624,117.0
0.160545,126.7985,103,DUDUK,PSR_001,1,2026-05-02T10:36:11.548035,103.0
0.077201,40.5988,103,DUDUK,PSR_001,1,2026-05-02T10:36:13.560327,103.0
0.038171,34.3413,0,DUDUK,PSR_001,1,2026-05-02T10:36:15.555186,80.0
0.026084,22.8765,0,DUDUK,PSR_001,1,2026-05-02T10:36:17.561792,80.0
0.014137,18.2721,0,DUDUK,PSR_001,1,2026-05-02T10:36:19.570385,80.0
0.033854,4.5026,0,DUDUK,PSR_001,1,2026-05-02T10:36:21.576606,80.0
0.073597,40.5754,0,DUDUK,PSR_001,1,2026-05-02T10:36:23.580819,80.0
0.027888,30.348,42,DUDUK,PSR_001,1,2026-05-02T10:36:27.598191,42.0
0.009978,5.0728,53,DUDUK,PSR_001,1,2026-05-02T10:36:29.601271,53.0
0.014759,12.4375,57,DUDUK,PSR_001,1,2026-05-02T10:36:31.609669,57.0
0.015793,7.2544,62,DUDUK,PSR_001,1,2026-05-02T10:36:33.623050,62.0
0.007246,0.6446,69,DUDUK,PSR_001,1,2026-05-02T10:36:35.627195,69.0
0.010075,2.3759,77,DUDUK,PSR_001,1,2026-05-02T10:36:37.632077,77.0
0.00527,0.3402,82,DUDUK,PSR_001,1,2026-05-02T10:36:39.648899,82.0
0.157481,38.7376,84,DUDUK,PSR_001,1,2026-05-02T10:36:41.656736,84.0
0.0166,3.7435,84,DUDUK,PSR_001,1,2026-05-02T10:36:43.662381,84.0
0.009869,0.2934,77,DUDUK,PSR_001,1,2026-05-02T10:36:45.665128,77.0
0.01271,1.0649,70,DUDUK,PSR_001,1,2026-05-02T10:36:47.679857,70.0
0.01064,6.6181,65,DUDUK,PSR_001,1,2026-05-02T10:36:49.691723,65.0
0.022172,3.4868,66,DUDUK,PSR_001,1,2026-05-02T10:36:51.701990,66.0
0.013684,3.7902,90,DUDUK,PSR_001,1,2026-05-02T10:36:53.709486,90.0
0.011423,0.696,119,DUDUK,PSR_001,1,2026-05-02T10:36:55.725776,119.0
0.013961,0.578,122,DUDUK,PSR_001,1,2026-05-02T10:36:57.739050,122.0
0.007799,0.4155,114,DUDUK,PSR_001,1,2026-05-02T10:36:59.731901,114.0
0.013951,3.2347,100,DUDUK,PSR_001,1,2026-05-02T10:37:01.747097,100.0
0.009408,1.8677,88,DUDUK,PSR_001,1,2026-05-02T10:37:03.752540,88.0
0.008791,0.7336,83,DUDUK,PSR_001,1,2026-05-02T10:37:05.761971,83.0
0.012251,0.6333,80,DUDUK,PSR_001,1,2026-05-02T10:37:07.769675,80.0
0.009782,0.4263,78,DUDUK,PSR_001,1,2026-05-02T10:37:09.775029,78.0
0.008498,0.4119,76,DUDUK,PSR_001,1,2026-05-02T10:37:11.788234,76.0
0.011751,0.4239,73,DUDUK,PSR_001,1,2026-05-02T10:37:13.790178,73.0
0.008735,0.3656,71,DUDUK,PSR_001,1,2026-05-02T10:37:15.795526,71.0
0.008265,0.5565,70,DUDUK,PSR_001,1,2026-05-02T10:37:17.800905,70.0
0.009853,1.0688,70,DUDUK,PSR_001,1,2026-05-02T10:37:19.809234,70.0
0.008808,0.572,70,DUDUK,PSR_001,1,2026-05-02T10:37:21.971080,70.0
0.007928,1.1483,70,DUDUK,PSR_001,1,2026-05-02T10:37:23.829681,70.0
0.009881,0.9509,70,DUDUK,PSR_001,1,2026-05-02T10:37:25.837076,70.0
0.010867,0.2955,70,DUDUK,PSR_001,1,2026-05-02T10:37:27.843770,70.0
0.009386,0.5172,70,DUDUK,PSR_001,1,2026-05-02T10:37:29.849895,70.0
0.011649,0.279,70,DUDUK,PSR_001,1,2026-05-02T10:37:31.861549,70.0
0.013147,0.3918,70,DUDUK,PSR_001,1,2026-05-02T10:37:33.869021,70.0
0.008249,0.4613,70,DUDUK,PSR_001,1,2026-05-02T10:37:35.875181,70.0
0.007041,0.3449,70,DUDUK,PSR_001,1,2026-05-02T10:37:37.885458,70.0
0.007458,0.5298,70,DUDUK,PSR_001,1,2026-05-02T10:37:39.898281,70.0
0.009418,1.2379,70,DUDUK,PSR_001,1,2026-05-02T10:37:41.903957,70.0
0.008091,0.9599,70,DUDUK,PSR_001,1,2026-05-02T10:37:43.907420,70.0
0.006067,0.8095,70,DUDUK,PSR_001,1,2026-05-02T10:37:45.912268,70.0
0.009303,0.4319,70,DUDUK,PSR_001,1,2026-05-02T10:37:47.922105,70.0
0.00574,0.4637,71,DUDUK,PSR_001,1,2026-05-02T10:37:49.927268,71.0
0.009402,0.4432,71,DUDUK,PSR_001,1,2026-05-02T10:37:51.938225,71.0
0.008872,0.3774,71,DUDUK,PSR_001,1,2026-05-02T10:37:53.942726,71.0
0.01527,0.5694,71,DUDUK,PSR_001,1,2026-05-02T10:37:55.960702,71.0
0.009471,0.4924,71,DUDUK,PSR_001,1,2026-05-02T10:37:58.008696,71.0
0.012857,0.398,71,DUDUK,PSR_001,1,2026-05-02T10:37:59.978725,71.0
0.008156,0.5685,71,DUDUK,PSR_001,1,2026-05-02T10:38:01.984441,71.0
0.008628,0.7623,72,DUDUK,PSR_001,1,2026-05-02T10:38:03.994000,72.0
0.009458,0.497,73,DUDUK,PSR_001,1,2026-05-02T10:38:06.003866,73.0
0.007793,0.6937,73,DUDUK,PSR_001,1,2026-05-02T10:38:08.010633,73.0
0.008059,0.3644,73,DUDUK,PSR_001,1,2026-05-02T10:38:10.025435,73.0
0.01231,0.3858,73,DUDUK,PSR_001,1,2026-05-02T10:38:12.033970,73.0
0.010372,0.5471,73,DUDUK,PSR_001,1,2026-05-02T10:38:14.046368,73.0
0.00599,0.628,73,DUDUK,PSR_001,1,2026-05-02T10:38:16.052554,73.0
0.01047,0.6381,73,DUDUK,PSR_001,1,2026-05-02T10:38:18.063561,73.0
0.009734,0.5267,73,DUDUK,PSR_001,1,2026-05-02T10:38:20.073347,73.0
0.014108,0.4026,73,DUDUK,PSR_001,1,2026-05-02T10:38:22.085704,73.0
0.00649,0.4445,73,DUDUK,PSR_001,1,2026-05-02T10:38:24.295362,73.0
0.007037,0.3792,74,DUDUK,PSR_001,1,2026-05-02T10:38:26.105617,74.0
0.010909,0.5069,74,DUDUK,PSR_001,1,2026-05-02T10:38:28.109640,74.0
0.012091,0.8931,76,DUDUK,PSR_001,1,2026-05-02T10:38:30.112848,76.0
0.011893,0.5025,77,DUDUK,PSR_001,1,2026-05-02T10:38:32.120296,77.0
0.008036,0.5888,77,DUDUK,PSR_001,1,2026-05-02T10:38:34.135104,77.0
0.008464,0.5319,77,DUDUK,PSR_001,1,2026-05-02T10:38:36.135428,77.0
0.010062,1.0706,75,DUDUK,PSR_001,1,2026-05-02T10:38:38.142322,75.0
0.01058,0.7102,74,DUDUK,PSR_001,1,2026-05-02T10:38:40.147316,74.0
0.008372,0.3634,74,DUDUK,PSR_001,1,2026-05-02T10:38:42.159906,74.0
0.00834,0.24,74,DUDUK,PSR_001,1,2026-05-02T10:38:44.164810,74.0
0.012289,0.4979,73,DUDUK,PSR_001,1,2026-05-02T10:38:46.177382,73.0
0.007885,0.5653,73,DUDUK,PSR_001,1,2026-05-02T10:38:48.185196,73.0
0.012344,0.639,72,DUDUK,PSR_001,1,2026-05-02T10:38:50.194507,72.0
0.011162,0.4837,72,DUDUK,PSR_001,1,2026-05-02T10:38:52.232874,72.0
0.007798,0.4344,72,DUDUK,PSR_001,1,2026-05-02T10:38:54.212471,72.0
0.008886,1.2565,73,DUDUK,PSR_001,1,2026-05-02T10:38:56.229603,73.0
0.013878,5.211,74,DUDUK,PSR_001,1,2026-05-02T10:38:58.233973,74.0
0.010942,1.4425,76,DUDUK,PSR_001,1,2026-05-02T10:39:00.253827,76.0
0.011694,0.9487,79,DUDUK,PSR_001,1,2026-05-02T10:39:02.248114,79.0
0.013052,0.4808,79,DUDUK,PSR_001,1,2026-05-02T10:39:04.255017,79.0
0.008682,0.5872,79,DUDUK,PSR_001,1,2026-05-02T10:39:06.270310,79.0
0.010121,0.6407,78,DUDUK,PSR_001,1,2026-05-02T10:39:08.331222,78.0
0.008695,0.7988,76,DUDUK,PSR_001,1,2026-05-02T10:39:10.283224,76.0
0.00739,0.7427,75,DUDUK,PSR_001,1,2026-05-02T10:39:12.289395,75.0
0.007909,1.8202,74,DUDUK,PSR_001,1,2026-05-02T10:39:14.304959,74.0
0.008957,0.8659,74,DUDUK,PSR_001,1,2026-05-02T10:39:16.339418,74.0
0.010085,0.4152,74,DUDUK,PSR_001,1,2026-05-02T10:39:18.330278,74.0
0.013267,0.5444,74,DUDUK,PSR_001,1,2026-05-02T10:39:20.346491,74.0
0.009221,0.6708,74,DUDUK,PSR_001,1,2026-05-02T10:39:22.348987,74.0
0.007296,0.7929,74,DUDUK,PSR_001,1,2026-05-02T10:39:24.352895,74.0
0.011482,0.5718,74,DUDUK,PSR_001,1,2026-05-02T10:39:26.362928,74.0
0.011086,0.5715,74,DUDUK,PSR_001,1,2026-05-02T10:39:28.404184,74.0
0.012699,0.5376,74,DUDUK,PSR_001,1,2026-05-02T10:39:30.381466,74.0
0.009536,0.5356,74,DUDUK,PSR_001,1,2026-05-02T10:39:32.383913,74.0
0.008119,0.6359,73,DUDUK,PSR_001,1,2026-05-02T10:39:34.390053,73.0
0.005283,0.4691,73,DUDUK,PSR_001,1,2026-05-02T10:39:36.402236,73.0
0.009641,0.4666,72,DUDUK,PSR_001,1,2026-05-02T10:39:38.402463,72.0
0.012864,13.6539,72,DUDUK,PSR_001,1,2026-05-02T10:39:40.410424,72.0
0.010874,4.2585,71,DUDUK,PSR_001,1,2026-05-02T10:39:42.418739,71.0
0.082421,18.4586,72,DUDUK,PSR_001,1,2026-05-02T10:39:44.432728,72.0
0.06718,33.3405,79,DUDUK,PSR_001,1,2026-05-02T10:39:46.439241,79.0
0.008245,3.34,84,DUDUK,PSR_001,1,2026-05-02T10:39:48.445830,84.0
0.007947,0.683,90,DUDUK,PSR_001,1,2026-05-02T10:39:50.461962,90.0
0.006637,0.4057,88,DUDUK,PSR_001,1,2026-05-02T10:39:52.472682,88.0
0.006558,0.345,84,DUDUK,PSR_001,1,2026-05-02T10:39:54.482767,84.0
0.006551,0.288,81,DUDUK,PSR_001,1,2026-05-02T10:39:56.486709,81.0
0.008712,0.3049,75,DUDUK,PSR_001,1,2026-05-02T10:39:58.489722,75.0
0.013064,0.2832,72,DUDUK,PSR_001,1,2026-05-02T10:40:00.496376,72.0
0.009147,0.2766,70,DUDUK,PSR_001,1,2026-05-02T10:40:02.509066,70.0
0.007432,0.2888,68,DUDUK,PSR_001,1,2026-05-02T10:40:04.513818,68.0
0.009873,0.3471,68,DUDUK,PSR_001,1,2026-05-02T10:40:06.524293,68.0
0.011742,0.2582,68,DUDUK,PSR_001,1,2026-05-02T10:40:08.541342,68.0
0.00845,0.3536,68,DUDUK,PSR_001,1,2026-05-02T10:40:10.551390,68.0
0.00922,0.3675,69,DUDUK,PSR_001,1,2026-05-02T10:40:12.554305,69.0
0.007389,0.4994,72,DUDUK,PSR_001,1,2026-05-02T10:40:14.556256,72.0
0.012573,1.487,75,DUDUK,PSR_001,1,2026-05-02T10:40:16.570175,75.0
0.005824,0.6864,78,DUDUK,PSR_001,1,2026-05-02T10:40:18.576001,78.0
0.007209,0.2231,79,DUDUK,PSR_001,1,2026-05-02T10:40:20.582036,79.0
0.007453,0.379,79,DUDUK,PSR_001,1,2026-05-02T10:40:22.590627,79.0
0.008668,0.3379,77,DUDUK,PSR_001,1,2026-05-02T10:40:24.597370,77.0
0.007143,0.2794,74,DUDUK,PSR_001,1,2026-05-02T10:40:26.611629,74.0
0.009419,0.2874,74,DUDUK,PSR_001,1,2026-05-02T10:40:28.628548,74.0
0.005919,0.3547,74,DUDUK,PSR_001,1,2026-05-02T10:40:30.636977,74.0
0.008779,0.5229,74,DUDUK,PSR_001,1,2026-05-02T10:40:32.648511,74.0
0.00619,0.3818,74,DUDUK,PSR_001,1,2026-05-02T10:40:34.657669,74.0
0.006342,0.284,74,DUDUK,PSR_001,1,2026-05-02T10:40:36.670406,74.0
0.008339,0.2016,74,DUDUK,PSR_001,1,2026-05-02T10:40:38.675357,74.0
0.008849,0.4028,72,DUDUK,PSR_001,1,2026-05-02T10:40:40.678363,72.0
0.007156,0.3573,70,DUDUK,PSR_001,1,2026-05-02T10:40:42.691451,70.0
0.008494,0.335,70,DUDUK,PSR_001,1,2026-05-02T10:40:44.694098,70.0
0.007926,0.2221,69,DUDUK,PSR_001,1,2026-05-02T10:40:46.709140,69.0
0.007861,0.3983,69,DUDUK,PSR_001,1,2026-05-02T10:40:48.714071,69.0
0.006429,0.9911,69,DUDUK,PSR_001,1,2026-05-02T10:40:50.726927,69.0
0.007136,0.5855,69,DUDUK,PSR_001,1,2026-05-02T10:40:52.742882,69.0
0.00571,0.4084,69,DUDUK,PSR_001,1,2026-05-02T10:40:54.744357,69.0
0.007617,0.3495,69,DUDUK,PSR_001,1,2026-05-02T10:40:56.751487,69.0
0.010053,0.2896,69,DUDUK,PSR_001,1,2026-05-02T10:40:58.760005,69.0
0.009707,0.3031,69,DUDUK,PSR_001,1,2026-05-02T10:41:00.770501,69.0
0.008993,0.3814,69,DUDUK,PSR_001,1,2026-05-02T10:41:02.785046,69.0
0.008247,0.3543,69,DUDUK,PSR_001,1,2026-05-02T10:41:04.794663,69.0
0.009049,0.3726,69,DUDUK,PSR_001,1,2026-05-02T10:41:06.804225,69.0
0.010335,0.3694,69,DUDUK,PSR_001,1,2026-05-02T10:41:08.811519,69.0
0.007898,0.2475,69,DUDUK,PSR_001,1,2026-05-02T10:41:10.813492,69.0
0.008627,0.2282,69,DUDUK,PSR_001,1,2026-05-02T10:41:12.825384,69.0
0.008026,1.9267,69,DUDUK,PSR_001,1,2026-05-02T10:41:14.830563,69.0
0.015707,3.2926,72,DUDUK,PSR_001,1,2026-05-02T10:41:16.842273,72.0
0.014967,1.5319,78,DUDUK,PSR_001,1,2026-05-02T10:41:18.852775,78.0
0.009335,0.5053,84,DUDUK,PSR_001,1,2026-05-02T10:41:20.864094,84.0
0.009421,0.3509,86,DUDUK,PSR_001,1,2026-05-02T10:41:22.876067,86.0
0.005436,1.4558,84,DUDUK,PSR_001,1,2026-05-02T10:41:24.879971,84.0
0.009603,1.6178,82,DUDUK,PSR_001,1,2026-05-02T10:41:26.884696,82.0
0.008302,1.1194,79,DUDUK,PSR_001,1,2026-05-02T10:41:28.895307,79.0
0.007572,0.6048,76,DUDUK,PSR_001,1,2026-05-02T10:41:30.916489,76.0
0.012603,0.4664,76,DUDUK,PSR_001,1,2026-05-02T10:41:32.929247,76.0
0.011344,1.3764,76,DUDUK,PSR_001,1,2026-05-02T10:41:34.940629,76.0
0.008549,0.2849,76,DUDUK,PSR_001,1,2026-05-02T10:41:36.945415,76.0
0.007365,1.5782,75,DUDUK,PSR_001,1,2026-05-02T10:41:38.954508,75.0
0.008002,0.5102,75,DUDUK,PSR_001,1,2026-05-02T10:41:40.964434,75.0
0.009641,0.6131,75,DUDUK,PSR_001,1,2026-05-02T10:41:42.977570,75.0
0.008397,2.1894,75,DUDUK,PSR_001,1,2026-05-02T10:41:44.990366,75.0
0.006129,0.3096,75,DUDUK,PSR_001,1,2026-05-02T10:41:46.996819,75.0
0.008055,0.64,75,DUDUK,PSR_001,1,2026-05-02T10:41:49.000576,75.0
0.009853,1.4227,76,DUDUK,PSR_001,1,2026-05-02T10:41:51.005013,76.0
0.006476,0.5731,76,DUDUK,PSR_001,1,2026-05-02T10:41:53.015331,76.0
0.010884,1.6894,82,DUDUK,PSR_001,1,2026-05-02T10:41:55.032668,82.0
0.007765,0.4635,87,DUDUK,PSR_001,1,2026-05-02T10:41:57.040308,87.0
0.011689,0.7784,88,DUDUK,PSR_001,1,2026-05-02T10:41:59.043963,88.0
0.009679,0.3278,87,DUDUK,PSR_001,1,2026-05-02T10:42:01.049788,87.0
0.006455,0.3945,82,DUDUK,PSR_001,1,2026-05-02T10:42:03.062319,82.0
0.008327,0.4426,76,DUDUK,PSR_001,1,2026-05-02T10:42:05.072630,76.0
0.0068,0.4097,74,DUDUK,PSR_001,1,2026-05-02T10:42:07.082445,74.0
0.006706,0.5116,72,DUDUK,PSR_001,1,2026-05-02T10:42:09.092588,72.0
0.008103,1.4998,70,DUDUK,PSR_001,1,2026-05-02T10:42:11.099711,70.0
0.007944,0.8337,67,DUDUK,PSR_001,1,2026-05-02T10:42:13.111857,67.0
0.011468,0.3105,66,DUDUK,PSR_001,1,2026-05-02T10:42:15.122277,66.0
0.012587,0.169,65,DUDUK,PSR_001,1,2026-05-02T10:42:17.130509,65.0
0.010025,0.2323,65,DUDUK,PSR_001,1,2026-05-02T10:42:19.137875,65.0
0.012864,0.2856,65,DUDUK,PSR_001,1,2026-05-02T10:42:21.145752,65.0
0.009414,0.3279,65,DUDUK,PSR_001,1,2026-05-02T10:42:23.155944,65.0
0.007788,0.3592,65,DUDUK,PSR_001,1,2026-05-02T10:42:25.165844,65.0
0.009876,0.2853,66,DUDUK,PSR_001,1,2026-05-02T10:42:27.175413,66.0
0.009319,0.2923,66,DUDUK,PSR_001,1,2026-05-02T10:42:29.187018,66.0
0.007864,0.3071,67,DUDUK,PSR_001,1,2026-05-02T10:42:31.197104,67.0
0.008196,0.2782,67,DUDUK,PSR_001,1,2026-05-02T10:42:33.214449,67.0
0.009183,0.3835,67,DUDUK,PSR_001,1,2026-05-02T10:42:35.224660,67.0
0.005729,0.2085,67,DUDUK,PSR_001,1,2026-05-02T10:42:37.240058,67.0
0.009145,0.2865,67,DUDUK,PSR_001,1,2026-05-02T10:42:39.249343,67.0
0.009824,0.2246,67,DUDUK,PSR_001,1,2026-05-02T10:42:41.256476,67.0
0.010886,0.3621,67,DUDUK,PSR_001,1,2026-05-02T10:42:43.269251,67.0
0.015357,0.3828,67,DUDUK,PSR_001,1,2026-05-02T10:42:45.272191,67.0
0.008771,0.4648,67,DUDUK,PSR_001,1,2026-05-02T10:42:47.279785,67.0
0.025436,4.9549,68,DUDUK,PSR_001,1,2026-05-02T10:42:49.300187,68.0
0.012779,0.9795,73,DUDUK,PSR_001,1,2026-05-02T10:42:51.303289,73.0
0.011396,1.6183,76,DUDUK,PSR_001,1,2026-05-02T10:42:53.310094,76.0
0.014896,3.5869,80,DUDUK,PSR_001,1,2026-05-02T10:42:55.323891,80.0
0.008202,1.2308,80,DUDUK,PSR_001,1,2026-05-02T10:42:57.326326,80.0
0.009914,0.2885,78,DUDUK,PSR_001,1,2026-05-02T10:42:59.337291,78.0
0.008482,0.3095,75,DUDUK,PSR_001,1,2026-05-02T10:43:01.346154,75.0
0.013315,0.3553,74,DUDUK,PSR_001,1,2026-05-02T10:43:03.360501,74.0
0.00921,0.7258,73,DUDUK,PSR_001,1,2026-05-02T10:43:05.365744,73.0
0.011295,0.8947,73,DUDUK,PSR_001,1,2026-05-02T10:43:07.370679,73.0
0.009446,0.3123,73,DUDUK,PSR_001,1,2026-05-02T10:43:09.377033,73.0
0.009912,0.3188,73,DUDUK,PSR_001,1,2026-05-02T10:43:11.396742,73.0
0.009229,0.5832,73,DUDUK,PSR_001,1,2026-05-02T10:43:13.400102,73.0
0.008997,0.2741,74,DUDUK,PSR_001,1,2026-05-02T10:43:15.409585,74.0
0.008089,0.3137,74,DUDUK,PSR_001,1,2026-05-02T10:43:17.425077,74.0
0.0089,0.6619,74,DUDUK,PSR_001,1,2026-05-02T10:43:19.431054,74.0
0.010732,2.9551,74,DUDUK,PSR_001,1,2026-05-02T10:43:21.436826,74.0
0.010833,0.693,74,DUDUK,PSR_001,1,2026-05-02T10:43:23.446783,74.0
0.021276,4.4419,73,DUDUK,PSR_001,1,2026-05-02T10:43:25.462291,73.0
0.007324,0.3049,73,DUDUK,PSR_001,1,2026-05-02T10:43:27.471937,73.0
0.008169,0.3287,73,DUDUK,PSR_001,1,2026-05-02T10:43:29.487162,73.0
0.007085,0.4356,73,DUDUK,PSR_001,1,2026-05-02T10:43:31.504414,73.0
0.008901,0.3656,73,DUDUK,PSR_001,1,2026-05-02T10:43:33.510610,73.0
0.006895,0.2441,73,DUDUK,PSR_001,1,2026-05-02T10:43:35.517220,73.0
0.007809,0.6504,73,DUDUK,PSR_001,1,2026-05-02T10:43:37.529588,73.0
0.007638,0.2546,73,DUDUK,PSR_001,1,2026-05-02T10:43:39.531490,73.0
0.008914,0.3908,73,DUDUK,PSR_001,1,2026-05-02T10:43:41.542052,73.0
0.007953,0.3574,73,DUDUK,PSR_001,1,2026-05-02T10:43:43.562101,73.0
0.011045,0.3241,73,DUDUK,PSR_001,1,2026-05-02T10:43:45.557636,73.0
0.006237,1.4428,72,DUDUK,PSR_001,1,2026-05-02T10:43:47.571628,72.0
0.039489,6.0489,72,DUDUK,PSR_001,1,2026-05-02T10:43:49.579492,72.0
0.043228,25.7015,69,DUDUK,PSR_001,1,2026-05-02T10:43:51.583360,69.0
0.035419,9.5848,65,DUDUK,PSR_001,1,2026-05-02T10:43:53.591414,65.0
0.01349,3.7001,65,DUDUK,PSR_001,1,2026-05-02T10:43:55.598753,65.0
0.00598,0.6585,0,DUDUK,PSR_001,1,2026-05-02T10:43:57.610997,80.0
0.005656,0.6413,0,DUDUK,PSR_001,1,2026-05-02T10:43:59.606696,80.0
0.005974,0.3033,0,DUDUK,PSR_001,1,2026-05-02T10:44:01.612213,80.0
0.00665,0.3719,0,DUDUK,PSR_001,1,2026-05-02T10:44:03.619047,80.0
0.00858,3.2321,0,DUDUK,PSR_001,1,2026-05-02T10:44:05.623706,80.0
0.010972,2.6166,0,DUDUK,PSR_001,1,2026-05-02T10:44:07.638528,80.0
0.02203,6.6184,0,DUDUK,PSR_001,1,2026-05-02T10:44:09.639196,80.0
0.006908,1.112,0,DUDUK,PSR_001,1,2026-05-02T10:44:11.638493,80.0
0.030096,24.1793,0,DUDUK,PSR_001,1,2026-05-02T10:44:13.647066,80.0
0.069836,13.6875,0,DUDUK,PSR_001,1,2026-05-02T10:44:15.650577,80.0
0.011607,12.496,58,DUDUK,PSR_001,1,2026-05-02T10:44:17.660891,58.0
0.027952,5.5664,77,DUDUK,PSR_001,1,2026-05-02T10:44:19.675932,77.0
0.024296,10.0962,90,DUDUK,PSR_001,1,2026-05-02T10:44:21.686190,90.0
0.014643,1.6885,92,DUDUK,PSR_001,1,2026-05-02T10:44:23.707064,92.0
0.005901,1.5663,88,DUDUK,PSR_001,1,2026-05-02T10:44:25.722248,88.0
0.010106,1.4687,88,DUDUK,PSR_001,1,2026-05-02T10:44:27.738165,88.0
0.007217,0.5714,87,DUDUK,PSR_001,1,2026-05-02T10:44:29.746245,87.0
0.006296,0.4617,87,DUDUK,PSR_001,1,2026-05-02T10:44:31.750855,87.0
0.00737,0.6316,86,DUDUK,PSR_001,1,2026-05-02T10:44:33.761859,86.0
0.00767,0.3228,83,DUDUK,PSR_001,1,2026-05-02T10:44:35.768029,83.0
0.00684,0.8703,82,DUDUK,PSR_001,1,2026-05-02T10:44:37.778733,82.0
0.007294,1.3691,81,DUDUK,PSR_001,1,2026-05-02T10:44:39.782885,81.0
0.008464,0.8382,81,DUDUK,PSR_001,1,2026-05-02T10:44:41.795304,81.0
0.007768,1.2239,81,DUDUK,PSR_001,1,2026-05-02T10:44:43.805073,81.0
0.007599,0.3449,81,DUDUK,PSR_001,1,2026-05-02T10:44:45.830740,81.0
0.01095,0.8129,81,DUDUK,PSR_001,1,2026-05-02T10:44:47.831017,81.0
0.008962,0.6242,80,DUDUK,PSR_001,1,2026-05-02T10:44:49.838308,80.0
0.008113,2.9886,79,DUDUK,PSR_001,1,2026-05-02T10:44:51.852855,79.0
0.01005,0.8275,79,DUDUK,PSR_001,1,2026-05-02T10:44:53.847767,79.0
0.006212,0.2801,79,DUDUK,PSR_001,1,2026-05-02T10:44:55.860885,79.0
0.005992,0.2567,78,DUDUK,PSR_001,1,2026-05-02T10:44:57.873306,78.0
0.007661,0.8704,76,DUDUK,PSR_001,1,2026-05-02T10:44:59.867939,76.0
0.010169,1.9776,75,DUDUK,PSR_001,1,2026-05-02T10:45:01.877224,75.0
0.012815,1.7561,75,DUDUK,PSR_001,1,2026-05-02T10:45:03.887276,75.0
0.005957,0.7194,77,DUDUK,PSR_001,1,2026-05-02T10:45:05.894144,77.0
0.004742,0.1933,79,DUDUK,PSR_001,1,2026-05-02T10:45:07.909240,79.0
0.004258,0.2856,79,DUDUK,PSR_001,1,2026-05-02T10:45:09.919755,79.0
0.006927,0.5304,78,DUDUK,PSR_001,1,2026-05-02T10:45:11.924575,78.0
0.010256,0.3016,75,DUDUK,PSR_001,1,2026-05-02T10:45:13.935246,75.0
0.004459,0.2817,73,DUDUK,PSR_001,1,2026-05-02T10:45:15.943496,73.0
0.007962,1.3962,71,DUDUK,PSR_001,1,2026-05-02T10:45:17.954728,71.0
0.007154,0.232,71,DUDUK,PSR_001,1,2026-05-02T10:45:19.959402,71.0
0.008119,0.7541,71,DUDUK,PSR_001,1,2026-05-02T10:45:21.975247,71.0
0.006395,0.1759,72,DUDUK,PSR_001,1,2026-05-02T10:45:23.978936,72.0
0.010705,1.4461,72,DUDUK,PSR_001,1,2026-05-02T10:45:25.984325,72.0
0.014368,1.1901,72,DUDUK,PSR_001,1,2026-05-02T10:45:27.995521,72.0
0.007707,0.5568,72,DUDUK,PSR_001,1,2026-05-02T10:45:30.011897,72.0
0.023273,46.3044,164,BERJALAN,PSR_001,1,2026-05-02T10:47:10.450604,164.0
0.079591,102.1677,168,BERJALAN,PSR_001,1,2026-05-02T10:47:12.462261,168.0
0.189418,28.6498,168,BERJALAN,PSR_001,1,2026-05-02T10:47:16.482910,168.0
