received_at,participant_no,participant_id,accel_stddev,gyro_stddev,bpm,local_act,timestamp
2026-04-23T12:58:02.978365,5,PSR_05,0.024763,8.2713,0,DUDUK,66993
2026-04-23T12:58:04.984933,5,PSR_05,0.007514,38.3376,0,DUDUK,68999
2026-04-23T12:58:06.999285,5,PSR_05,0.016637,9.8845,0,BERJALAN,71010
2026-04-23T12:58:09.024110,5,PSR_05,0.009864,11.1386,0,BERJALAN,73015
2026-04-23T12:58:11.011985,5,PSR_05,0.008428,27.5505,0,BERJALAN,75027
2026-04-23T12:58:13.018328,5,PSR_05,0.014067,22.627,0,BERJALAN,77033
2026-04-23T12:58:15.026699,5,PSR_05,0.025056,15.1157,0,BERJALAN,79041
2026-04-23T12:58:17.769221,5,PSR_05,0.049135,41.6375,0,BERJALAN,81513
2026-04-23T12:58:19.508661,5,PSR_05,0.077874,49.1487,0,BERJALAN,83518
2026-04-23T12:58:21.515172,5,PSR_05,0.052208,11.6334,0,BERJALAN,85525
2026-04-23T12:58:23.521996,5,PSR_05,0.052658,25.2012,0,BERJALAN,87531
2026-04-23T12:58:25.526746,5,PSR_05,0.024636,18.3218,0,BERJALAN,89537
2026-04-23T12:58:27.538881,5,PSR_05,0.032415,31.8765,0,BERJALAN,91548
2026-04-23T12:58:29.981208,5,PSR_05,0.021482,36.1491,0,BERJALAN,93996
2026-04-23T12:58:31.992286,5,PSR_05,0.018035,8.957,73,BERJALAN,96007
2026-04-23T12:58:34.008527,5,PSR_05,0.008464,1.7951,91,DUDUK,98016
2026-04-23T12:58:36.020151,5,PSR_05,0.007717,1.632,136,DUDUK,100030
2026-04-23T12:58:38.026829,5,PSR_05,0.033896,19.5522,159,BERJALAN,102038
2026-04-23T12:58:40.029539,5,PSR_05,0.01045,8.2221,159,DUDUK,104044
2026-04-23T12:58:42.044294,5,PSR_05,0.015649,8.3968,0,BERJALAN,106056
2026-04-23T12:58:44.046372,5,PSR_05,0.006817,2.5227,0,DUDUK,108061
2026-04-23T12:58:50.843919,5,PSR_05,0.017886,8.6308,0,BERJALAN,114583
2026-04-23T12:58:52.582168,5,PSR_05,0.028876,17.4046,0,BERJALAN,116587
2026-04-23T12:58:54.591404,5,PSR_05,0.025699,17.037,0,BERJALAN,118599
2026-04-23T12:58:56.597085,5,PSR_05,0.007946,8.8952,0,DUDUK,120605
2026-04-23T12:58:58.608487,5,PSR_05,0.012904,12.3464,0,BERJALAN,122610
2026-04-23T12:59:00.611424,5,PSR_05,0.028348,15.1065,0,BERJALAN,124619
2026-04-23T12:59:04.630993,5,PSR_05,0.015203,8.462,42,BERJALAN,128635
2026-04-23T12:59:07.634786,5,PSR_05,0.009883,2.4067,42,BERJALAN,131285
2026-04-23T12:59:09.278955,5,PSR_05,0.02349,42.9678,0,DUDUK,133291
2026-04-23T12:59:11.288947,5,PSR_05,0.116423,124.9614,0,BERLARI,135302
2026-04-23T12:59:13.300152,5,PSR_05,0.03051,50.6772,0,BERLARI,137312
2026-04-23T12:59:15.311106,5,PSR_05,0.200263,56.901,42,BERLARI,139323
2026-04-23T12:59:17.326125,5,PSR_05,0.117275,63.3098,146,BERLARI,141330
2026-04-23T12:59:20.441725,5,PSR_05,0.111333,92.0978,167,BERLARI,144175
2026-04-23T12:59:22.170091,5,PSR_05,0.09787,79.6572,171,BERLARI,146186
2026-04-23T12:59:24.180141,5,PSR_05,0.134587,64.0721,171,BERLARI,148195
2026-04-23T12:59:26.191265,5,PSR_05,0.117108,65.6401,175,BERLARI,150206
2026-04-23T12:59:28.198061,5,PSR_05,0.104066,146.5593,165,BERLARI,152211
2026-04-23T12:59:30.207096,5,PSR_05,0.090421,61.5917,154,BERLARI,154221
2026-04-23T12:59:32.320911,5,PSR_05,0.079086,71.8535,137,BERLARI,156333
2026-04-23T12:59:34.326645,5,PSR_05,0.107549,104.9743,108,BERLARI,158338
2026-04-23T12:59:36.340037,5,PSR_05,0.093584,66.5274,87,BERLARI,160345
2026-04-23T12:59:38.355337,5,PSR_05,0.08197,68.3409,92,BERLARI,162360
2026-04-23T12:59:40.359207,5,PSR_05,0.062328,64.3957,164,BERLARI,164370
2026-04-23T12:59:46.511833,5,PSR_05,0.070219,49.5775,172,BERLARI,170269
2026-04-23T12:59:48.268749,5,PSR_05,0.067948,67.0238,183,BERLARI,172279
2026-04-23T12:59:50.278009,5,PSR_05,0.073066,72.4165,181,BERLARI,174288
2026-04-23T12:59:52.344950,5,PSR_05,0.149735,48.5276,171,BERLARI,176302
2026-04-23T12:59:54.306584,5,PSR_05,0.122257,57.015,165,BERLARI,178316
2026-04-23T12:59:56.327062,5,PSR_05,0.082737,65.8622,165,BERLARI,180327
2026-04-23T12:59:58.321858,5,PSR_05,0.083475,22.031,150,BERLARI,182332
2026-04-23T13:00:00.335299,5,PSR_05,0.060085,19.8499,116,BERJALAN,184346
2026-04-23T13:00:02.796708,5,PSR_05,0.05669,15.7446,150,BERJALAN,186551
2026-04-23T13:00:04.551315,5,PSR_05,0.052707,18.6522,150,BERJALAN,188562
2026-04-23T13:00:06.560385,5,PSR_05,0.09267,55.999,161,BERJALAN,190570
2026-04-23T13:00:08.571335,5,PSR_05,0.124239,108.7141,165,BERLARI,192582
2026-04-23T13:00:10.586417,5,PSR_05,0.043675,80.8614,179,BERLARI,194597
2026-04-23T13:00:12.603109,5,PSR_05,0.076537,74.1466,183,BERLARI,196613
