timestamp_server,device_id,user,timestamp_device,accel_stddev,gyro_stddev,bpm,activity_label
2026-04-05T14:15:16.448070,ESP32_001,User_001,81531,0.002437,0.009089,0,DUDUK
2026-04-05T14:15:18.461792,ESP32_001,User_001,83543,0.00185,0.008368,0,DUDUK
2026-04-05T14:15:20.469527,ESP32_001,User_001,85551,0.003019,0.011907,0,DUDUK
2026-04-05T14:15:22.478124,ESP32_001,User_001,87559,0.002531,0.010626,0,DUDUK
2026-04-05T14:15:24.487431,ESP32_001,User_001,89571,0.002517,0.012295,0,DUDUK
2026-04-05T14:15:26.495540,ESP32_001,User_001,91579,0.001985,0.009066,0,DUDUK
2026-04-05T14:15:28.508008,ESP32_001,User_001,93585,0.00267,0.008307,0,DUDUK
2026-04-05T14:15:30.514190,ESP32_001,User_001,95597,0.003854,0.013927,0,DUDUK
2026-04-05T14:15:32.526114,ESP32_001,User_001,97609,0.003317,0.011757,0,DUDUK
2026-04-05T14:15:34.544579,ESP32_001,User_001,99622,0.002178,0.010282,0,DUDUK
2026-04-05T14:15:36.563494,ESP32_001,User_001,101637,0.00293,0.009654,0,DUDUK
2026-04-05T14:15:38.568459,ESP32_001,User_001,103643,0.004152,0.008805,0,DUDUK
2026-04-05T14:15:40.576827,ESP32_001,User_001,105655,0.004753,0.008391,0,DUDUK
2026-04-05T14:15:42.580366,ESP32_001,User_001,107663,0.001987,0.012001,0,DUDUK
2026-04-05T14:15:44.593579,ESP32_001,User_001,109676,0.003433,0.018675,0,DUDUK
2026-04-05T14:15:46.602176,ESP32_001,User_001,111682,0.001938,0.009294,0,DUDUK
2026-04-05T14:15:48.611198,ESP32_001,User_001,113693,0.002588,0.008859,0,DUDUK
2026-04-05T14:15:50.622208,ESP32_001,User_001,115705,0.003286,0.013409,0,DUDUK
2026-04-05T14:15:52.627137,ESP32_001,User_001,117709,0.001969,0.01406,0,DUDUK
2026-04-05T14:15:54.638381,ESP32_001,User_001,119721,0.003492,0.009669,0,DUDUK
2026-04-05T14:15:56.651317,ESP32_001,User_001,121733,0.002993,0.009681,0,DUDUK
2026-04-05T14:15:58.665626,ESP32_001,User_001,123746,0.002657,0.008449,0,DUDUK
2026-04-05T14:16:00.675719,ESP32_001,User_001,125758,0.004015,0.015048,0,DUDUK
2026-04-05T14:16:02.682124,ESP32_001,User_001,127764,0.002279,0.008679,0,DUDUK
2026-04-05T14:16:04.702140,ESP32_001,User_001,129776,0.001596,0.016416,0,DUDUK
2026-04-05T14:16:06.710778,ESP32_001,User_001,131789,0.002921,0.012004,0,DUDUK
2026-04-05T14:16:08.724515,ESP32_001,User_001,133793,0.002252,0.011044,0,DUDUK
2026-04-05T14:16:10.726072,ESP32_001,User_001,135806,0.003018,0.014523,130,DUDUK
2026-04-05T14:16:12.738734,ESP32_001,User_001,137820,0.002507,0.012617,181,DUDUK
2026-04-05T14:16:14.750012,ESP32_001,User_001,139832,0.001883,0.016575,181,DUDUK
2026-04-05T14:16:16.779975,ESP32_001,User_001,141843,0.002825,0.010632,0,DUDUK
2026-04-05T14:16:18.772263,ESP32_001,User_001,143854,0.002747,0.01339,0,DUDUK
2026-04-05T14:16:20.790949,ESP32_001,User_001,145866,0.003318,0.010649,0,DUDUK
2026-04-05T14:16:22.792657,ESP32_001,User_001,147874,0.002448,0.00775,0,DUDUK
2026-04-05T14:16:24.804659,ESP32_001,User_001,149886,0.002654,0.009488,0,DUDUK
2026-04-05T14:16:26.818843,ESP32_001,User_001,151899,0.00212,0.013438,0,DUDUK
2026-04-05T14:16:28.838355,ESP32_001,User_001,153912,0.003983,0.01253,0,DUDUK
2026-04-05T14:16:30.833814,ESP32_001,User_001,155915,0.002942,0.00757,72,DUDUK
2026-04-05T14:16:32.843497,ESP32_001,User_001,157924,0.00212,0.012206,139,DUDUK
2026-04-05T14:16:34.851837,ESP32_001,User_001,159933,0.002672,0.012579,160,DUDUK
2026-04-05T14:16:36.864853,ESP32_001,User_001,161942,0.002839,0.045425,157,DUDUK
2026-04-05T14:16:38.870562,ESP32_001,User_001,163949,0.003563,0.010739,171,DUDUK
2026-04-05T14:16:40.882004,ESP32_001,User_001,165960,0.002725,0.013018,171,DUDUK
2026-04-05T14:16:42.899469,ESP32_001,User_001,167980,0.001953,0.011777,124,DUDUK
2026-04-05T14:16:44.907481,ESP32_001,User_001,169988,0.002747,0.006669,151,DUDUK
2026-04-05T14:16:46.923091,ESP32_001,User_001,171992,0.003631,0.014837,152,DUDUK
2026-04-05T14:16:48.952519,ESP32_001,User_001,173999,0.002701,0.011205,151,DUDUK
2026-04-05T14:16:50.928470,ESP32_001,User_001,176009,0.003643,0.011451,170,DUDUK
2026-04-05T14:16:52.934718,ESP32_001,User_001,178016,0.002013,0.011773,170,DUDUK
2026-04-05T14:16:54.945019,ESP32_001,User_001,180025,0.002496,0.090776,0,DUDUK
2026-04-05T14:16:56.953609,ESP32_001,User_001,182033,0.003069,0.007317,0,DUDUK
2026-04-05T14:16:58.978087,ESP32_001,User_001,184057,0.00246,0.015116,0,DUDUK
2026-04-05T14:17:00.991842,ESP32_001,User_001,186072,0.003202,0.009761,0,DUDUK
2026-04-05T14:17:03.004588,ESP32_001,User_001,188085,0.002179,0.011651,0,DUDUK
2026-04-05T14:17:05.020898,ESP32_001,User_001,190101,0.001716,0.015633,0,DUDUK
2026-04-05T14:17:07.025879,ESP32_001,User_001,192107,0.001552,0.007251,0,DUDUK
2026-04-05T14:17:09.028182,ESP32_001,User_001,194108,0.002512,0.010841,0,DUDUK
2026-04-05T14:17:11.042259,ESP32_001,User_001,196121,0.002743,0.014964,0,DUDUK
2026-04-05T14:17:13.049680,ESP32_001,User_001,198129,0.003868,0.009896,0,DUDUK
2026-04-05T14:17:15.053034,ESP32_001,User_001,200132,0.001981,0.012254,0,DUDUK
2026-04-05T14:17:17.063770,ESP32_001,User_001,202143,0.002506,0.008457,0,DUDUK
2026-04-05T14:17:19.078259,ESP32_001,User_001,204157,0.005557,0.013872,0,DUDUK
2026-04-05T14:17:21.089113,ESP32_001,User_001,206169,0.003604,0.012126,0,DUDUK
2026-04-05T14:17:23.100254,ESP32_001,User_001,208179,0.002171,0.016085,0,DUDUK
2026-04-05T14:17:25.108483,ESP32_001,User_001,210187,0.002925,0.537958,0,DUDUK
2026-04-05T14:17:27.119548,ESP32_001,User_001,212197,0.003936,7.25984,42,DUDUK
2026-04-05T14:17:29.121909,ESP32_001,User_001,214201,0.001835,0.009412,90,DUDUK
2026-04-05T14:17:31.132128,ESP32_001,User_001,216211,0.005044,5.697917,115,DUDUK
2026-04-05T14:17:33.139486,ESP32_001,User_001,218219,0.0031,0.94511,137,DUDUK
2026-04-05T14:17:35.153086,ESP32_001,User_001,220224,0.002763,0.034116,140,DUDUK
2026-04-05T14:17:37.148668,ESP32_001,User_001,222227,0.002418,0.009663,118,DUDUK
2026-04-05T14:17:39.152981,ESP32_001,User_001,224232,0.002371,0.012459,137,DUDUK
2026-04-05T14:17:41.162601,ESP32_001,User_001,226242,0.004493,0.011333,137,DUDUK
2026-04-05T14:17:43.176932,ESP32_001,User_001,228256,0.002191,0.010332,0,DUDUK
2026-04-05T14:17:45.195797,ESP32_001,User_001,230274,0.003567,0.015388,0,DUDUK
2026-04-05T14:17:47.196844,ESP32_001,User_001,232276,0.005445,0.01037,0,DUDUK
2026-04-05T14:17:49.202070,ESP32_001,User_001,234281,0.002307,0.014204,31,DUDUK
2026-04-05T14:17:51.208531,ESP32_001,User_001,236287,0.003134,0.009529,69,DUDUK
2026-04-05T14:17:53.218037,ESP32_001,User_001,238296,0.002454,0.013825,87,DUDUK
2026-04-05T14:17:55.225117,ESP32_001,User_001,240304,0.002555,0.010246,121,DUDUK
2026-04-05T14:17:57.235404,ESP32_001,User_001,242314,0.002589,0.007309,121,DUDUK
2026-04-05T14:17:59.253403,ESP32_001,User_001,244327,0.002939,0.014738,180,DUDUK
2026-04-05T14:18:01.263190,ESP32_001,User_001,246340,0.005473,0.122611,182,DUDUK
2026-04-05T14:18:03.274563,ESP32_001,User_001,248348,0.002634,0.012905,182,DUDUK
2026-04-05T14:18:05.281456,ESP32_001,User_001,250359,0.003121,0.011671,49,DUDUK
2026-04-05T14:18:07.287315,ESP32_001,User_001,252366,0.003732,0.011662,172,DUDUK
2026-04-05T14:18:09.298498,ESP32_001,User_001,254373,0.005094,0.009477,178,DUDUK
2026-04-05T14:18:11.306630,ESP32_001,User_001,256386,0.002686,0.012598,178,DUDUK
2026-04-05T14:18:13.318820,ESP32_001,User_001,258397,0.002144,0.016118,0,DUDUK
2026-04-05T14:18:15.332078,ESP32_001,User_001,260410,0.002194,0.009564,0,DUDUK
2026-04-05T14:18:17.346000,ESP32_001,User_001,262423,0.002386,0.01274,0,DUDUK
2026-04-05T14:18:19.349354,ESP32_001,User_001,264427,0.002365,0.011996,0,DUDUK
2026-04-05T14:18:21.353532,ESP32_001,User_001,266431,0.002134,0.010769,0,DUDUK
2026-04-05T14:18:23.366083,ESP32_001,User_001,268443,0.002774,0.016356,0,DUDUK
2026-04-05T14:18:25.375779,ESP32_001,User_001,270452,0.002268,0.013592,0,DUDUK
2026-04-05T14:18:27.385833,ESP32_001,User_001,272463,0.002461,0.010234,0,DUDUK
2026-04-05T14:18:29.397605,ESP32_001,User_001,274475,0.003462,0.011033,0,DUDUK
2026-04-05T14:18:31.411088,ESP32_001,User_001,276488,0.002789,0.012884,0,DUDUK
2026-04-05T14:18:33.425656,ESP32_001,User_001,278503,0.002327,0.0116,0,DUDUK
2026-04-05T14:18:35.437825,ESP32_001,User_001,280509,0.00386,0.009945,0,DUDUK
2026-04-05T14:18:37.446209,ESP32_001,User_001,282521,0.003542,0.023254,0,DUDUK
2026-04-05T14:18:39.455709,ESP32_001,User_001,284533,0.001976,0.008429,0,DUDUK
2026-04-05T14:18:41.467397,ESP32_001,User_001,286544,0.002706,0.016339,0,DUDUK
2026-04-05T14:18:43.473056,ESP32_001,User_001,288549,0.002687,0.010817,0,DUDUK
2026-04-05T14:18:45.479046,ESP32_001,User_001,290555,0.003563,0.013211,0,DUDUK
2026-04-05T14:18:47.487675,ESP32_001,User_001,292565,0.002477,0.008742,0,DUDUK
2026-04-05T14:18:49.496006,ESP32_001,User_001,294573,0.002615,0.011776,0,DUDUK
2026-04-05T14:18:51.507887,ESP32_001,User_001,296585,0.002423,0.007521,0,DUDUK
2026-04-05T14:18:53.522052,ESP32_001,User_001,298596,0.003794,0.016254,0,DUDUK
2026-04-05T14:18:55.531877,ESP32_001,User_001,300609,0.002669,0.010284,0,DUDUK
2026-04-05T14:18:57.538991,ESP32_001,User_001,302614,0.0029,0.013979,0,DUDUK
2026-04-05T14:18:59.549186,ESP32_001,User_001,304626,0.002964,0.014991,0,DUDUK
2026-04-05T14:19:01.557326,ESP32_001,User_001,306634,0.003925,0.012015,0,DUDUK
2026-04-05T14:19:03.564443,ESP32_001,User_001,308640,0.00147,0.009775,0,DUDUK
2026-04-05T14:41:55.257349,ESP32_001,User_001,11279,0.00285,0.015396,0,BERLARI
2026-04-05T14:41:57.262296,ESP32_001,User_001,13285,0.088681,30.62241,68,BERLARI
2026-04-05T14:41:59.281075,ESP32_001,User_001,15296,0.014732,12.29232,155,BERLARI
2026-04-05T14:42:01.284407,ESP32_001,User_001,17307,0.009499,9.509164,155,BERLARI
2026-04-05T14:42:03.297666,ESP32_001,User_001,19317,0.007339,10.36049,0,BERLARI
2026-04-05T14:42:05.303060,ESP32_001,User_001,21325,0.045576,14.013,0,BERLARI
2026-04-05T14:42:07.316585,ESP32_001,User_001,23339,0.00471,2.532439,175,BERLARI
2026-04-05T14:42:09.326833,ESP32_001,User_001,25349,0.027796,10.52771,175,BERLARI
2026-04-05T14:42:11.345042,ESP32_001,User_001,27356,0.009865,11.56676,0,BERLARI
2026-04-05T14:42:13.340003,ESP32_001,User_001,29362,0.014294,12.39964,0,BERLARI
2026-04-05T14:42:15.347025,ESP32_001,User_001,31370,0.019915,12.00402,0,BERLARI
2026-04-05T14:42:17.359798,ESP32_001,User_001,33382,0.026226,23.3571,0,BERLARI
2026-04-05T14:42:19.363918,ESP32_001,User_001,35386,0.020244,11.0307,0,BERLARI
2026-04-05T14:42:21.371062,ESP32_001,User_001,37394,0.022846,9.544745,0,BERLARI
2026-04-05T14:42:23.378706,ESP32_001,User_001,39400,0.040598,11.11838,0,BERLARI
2026-04-05T14:42:25.384086,ESP32_001,User_001,41407,0.03449,8.089546,0,BERLARI
2026-04-05T14:42:27.398321,ESP32_001,User_001,43421,0.007467,4.739922,112,BERLARI
2026-04-05T14:42:29.405542,ESP32_001,User_001,45429,0.028103,10.1262,139,BERLARI
2026-04-05T14:42:31.422046,ESP32_001,User_001,47444,0.028703,18.67294,124,BERLARI
2026-04-05T14:42:33.433633,ESP32_001,User_001,49453,0.019596,14.48908,101,BERLARI
2026-04-05T14:42:35.439024,ESP32_001,User_001,51460,0.019926,16.51181,143,BERLARI
2026-04-05T14:42:37.442839,ESP32_001,User_001,53465,0.005087,1.938302,143,BERLARI
2026-04-05T14:42:39.451098,ESP32_001,User_001,55473,0.115824,52.35271,136,BERLARI
2026-04-05T14:42:41.455088,ESP32_001,User_001,57477,0.023334,10.63538,141,BERLARI
2026-04-05T14:42:43.464909,ESP32_001,User_001,59487,0.00546,1.660931,141,BERLARI
2026-04-05T14:42:45.475295,ESP32_001,User_001,61495,0.009134,2.206536,0,BERLARI
2026-04-05T14:42:47.478825,ESP32_001,User_001,63502,0.003109,0.739513,0,BERLARI
2026-04-05T14:42:49.487056,ESP32_001,User_001,65507,0.007092,0.724058,0,BERLARI
2026-04-05T14:42:51.494010,ESP32_001,User_001,67516,0.005007,0.3107,0,BERLARI
2026-04-05T14:42:53.503306,ESP32_001,User_001,69524,0.003274,0.367199,0,BERLARI
2026-04-05T14:42:55.529126,ESP32_001,User_001,71550,0.003618,0.28443,0,BERLARI
2026-04-05T14:42:57.546453,ESP32_001,User_001,73568,0.003658,0.639982,0,BERLARI
2026-04-05T14:42:59.559846,ESP32_001,User_001,75580,0.003876,0.453256,0,BERLARI
2026-04-05T14:43:01.571339,ESP32_001,User_001,77592,0.00792,0.527277,0,BERLARI
2026-04-05T14:43:03.577429,ESP32_001,User_001,79598,0.004549,0.211609,0,BERLARI
2026-04-05T14:43:05.586551,ESP32_001,User_001,81608,0.006972,0.22784,0,BERLARI
2026-04-05T14:43:07.596611,ESP32_001,User_001,83618,0.006002,0.209491,0,BERLARI
2026-04-05T14:43:09.609214,ESP32_001,User_001,85628,0.00457,0.275786,0,BERLARI
2026-04-05T14:43:11.635230,ESP32_001,User_001,87657,0.00418,2.356835,0,BERLARI
2026-04-05T14:43:13.635485,ESP32_001,User_001,89654,4.582763e-08,0.000318,0,BERLARI
2026-04-05T14:43:15.644103,ESP32_001,User_001,91665,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:17.688602,ESP32_001,User_001,93676,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:19.664551,ESP32_001,User_001,95685,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:21.673919,ESP32_001,User_001,97695,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:23.692385,ESP32_001,User_001,99712,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:25.708112,ESP32_001,User_001,101721,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:27.722646,ESP32_001,User_001,103742,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:29.734968,ESP32_001,User_001,105755,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:31.769128,ESP32_001,User_001,107790,2.235174e-08,1.192093e-07,147,BERLARI
2026-04-05T14:43:33.779852,ESP32_001,User_001,109801,2.235174e-08,1.192093e-07,168,BERLARI
2026-04-05T14:43:35.785524,ESP32_001,User_001,111805,2.235174e-08,1.192093e-07,168,BERLARI
2026-04-05T14:43:37.795951,ESP32_001,User_001,113815,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:39.810853,ESP32_001,User_001,115827,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:41.822602,ESP32_001,User_001,117843,2.235174e-08,1.192093e-07,47,BERLARI
2026-04-05T14:43:43.846801,ESP32_001,User_001,119867,2.235174e-08,1.192093e-07,151,BERLARI
2026-04-05T14:43:45.852560,ESP32_001,User_001,121872,2.235174e-08,1.192093e-07,169,BERLARI
2026-04-05T14:43:47.862169,ESP32_001,User_001,123883,2.235174e-08,1.192093e-07,177,BERLARI
2026-04-05T14:43:49.868782,ESP32_001,User_001,125889,2.235174e-08,1.192093e-07,183,BERLARI
2026-04-05T14:43:51.876924,ESP32_001,User_001,127896,2.235174e-08,1.192093e-07,183,BERLARI
2026-04-05T14:43:53.889323,ESP32_001,User_001,129909,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:55.937617,ESP32_001,User_001,131953,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:57.933836,ESP32_001,User_001,133954,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:43:59.946845,ESP32_001,User_001,135965,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:01.960062,ESP32_001,User_001,137978,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:03.967807,ESP32_001,User_001,139985,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:05.977447,ESP32_001,User_001,141996,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:07.984226,ESP32_001,User_001,144004,2.235174e-08,1.192093e-07,37,BERLARI
2026-04-05T14:44:09.999260,ESP32_001,User_001,146009,2.235174e-08,1.192093e-07,57,BERLARI
2026-04-05T14:44:11.996303,ESP32_001,User_001,148015,2.235174e-08,1.192093e-07,71,BERLARI
2026-04-05T14:44:14.006964,ESP32_001,User_001,150025,2.235174e-08,1.192093e-07,72,BERLARI
2026-04-05T14:44:16.009984,ESP32_001,User_001,152025,2.235174e-08,1.192093e-07,71,BERLARI
2026-04-05T14:44:18.021140,ESP32_001,User_001,154040,2.235174e-08,1.192093e-07,91,BERLARI
2026-04-05T14:44:20.018772,ESP32_001,User_001,156037,2.235174e-08,1.192093e-07,128,BERLARI
2026-04-05T14:44:22.023076,ESP32_001,User_001,158042,2.235174e-08,1.192093e-07,130,BERLARI
2026-04-05T14:44:24.043146,ESP32_001,User_001,160062,2.235174e-08,1.192093e-07,117,BERLARI
2026-04-05T14:44:26.054106,ESP32_001,User_001,162073,2.235174e-08,1.192093e-07,97,BERLARI
2026-04-05T14:44:28.071220,ESP32_001,User_001,164090,2.235174e-08,1.192093e-07,136,BERLARI
2026-04-05T14:44:30.083785,ESP32_001,User_001,166093,2.235174e-08,1.192093e-07,173,BERLARI
2026-04-05T14:44:32.087158,ESP32_001,User_001,168106,2.235174e-08,1.192093e-07,173,BERLARI
2026-04-05T14:44:34.100256,ESP32_001,User_001,170119,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:36.111349,ESP32_001,User_001,172130,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:38.125701,ESP32_001,User_001,174144,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:40.134851,ESP32_001,User_001,176153,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:42.141231,ESP32_001,User_001,178159,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:44.153630,ESP32_001,User_001,180172,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:46.162790,ESP32_001,User_001,182181,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:48.173147,ESP32_001,User_001,184190,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:50.177773,ESP32_001,User_001,186196,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:52.190171,ESP32_001,User_001,188208,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:54.198162,ESP32_001,User_001,190216,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:56.210736,ESP32_001,User_001,192228,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:44:58.218578,ESP32_001,User_001,194235,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:00.224602,ESP32_001,User_001,196243,2.235174e-08,1.192093e-07,78,BERLARI
2026-04-05T14:45:02.233428,ESP32_001,User_001,198251,2.235174e-08,1.192093e-07,134,BERLARI
2026-04-05T14:45:04.238648,ESP32_001,User_001,200256,2.235174e-08,1.192093e-07,130,BERLARI
2026-04-05T14:45:06.249219,ESP32_001,User_001,202267,2.235174e-08,1.192093e-07,110,BERLARI
2026-04-05T14:45:08.260350,ESP32_001,User_001,204277,2.235174e-08,1.192093e-07,91,BERLARI
2026-04-05T14:45:10.276076,ESP32_001,User_001,206293,2.235174e-08,1.192093e-07,81,BERLARI
2026-04-05T14:45:12.282546,ESP32_001,User_001,208298,2.235174e-08,1.192093e-07,76,BERLARI
2026-04-05T14:45:14.285808,ESP32_001,User_001,210303,2.235174e-08,1.192093e-07,71,BERLARI
2026-04-05T14:45:16.296314,ESP32_001,User_001,212313,2.235174e-08,1.192093e-07,65,BERLARI
2026-04-05T14:45:18.301396,ESP32_001,User_001,214318,2.235174e-08,1.192093e-07,105,BERLARI
2026-04-05T14:45:20.311075,ESP32_001,User_001,216326,2.235174e-08,1.192093e-07,105,BERLARI
2026-04-05T14:45:22.338014,ESP32_001,User_001,218341,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:24.339808,ESP32_001,User_001,220354,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:26.345950,ESP32_001,User_001,222363,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:29.194542,ESP32_001,User_001,224368,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:31.005323,ESP32_001,User_001,226380,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:32.379791,ESP32_001,User_001,228393,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:34.388287,ESP32_001,User_001,230399,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:36.394385,ESP32_001,User_001,232411,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:38.419015,ESP32_001,User_001,234416,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:40.407069,ESP32_001,User_001,236421,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:42.502209,ESP32_001,User_001,238429,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:44.425586,ESP32_001,User_001,240442,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:46.438907,ESP32_001,User_001,242454,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:48.447756,ESP32_001,User_001,244464,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:50.451917,ESP32_001,User_001,246468,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:52.464334,ESP32_001,User_001,248480,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:54.469479,ESP32_001,User_001,250485,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:56.481918,ESP32_001,User_001,252498,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:45:58.498558,ESP32_001,User_001,254513,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:00.504342,ESP32_001,User_001,256520,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:02.516566,ESP32_001,User_001,258532,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:04.529188,ESP32_001,User_001,260544,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:06.540256,ESP32_001,User_001,262556,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:08.556586,ESP32_001,User_001,264571,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:10.560463,ESP32_001,User_001,266576,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:12.580284,ESP32_001,User_001,268588,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:14.577207,ESP32_001,User_001,270593,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:16.592375,ESP32_001,User_001,272604,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:18.603375,ESP32_001,User_001,274618,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:20.610533,ESP32_001,User_001,276624,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:22.618108,ESP32_001,User_001,278632,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:24.626862,ESP32_001,User_001,280642,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:26.642564,ESP32_001,User_001,282656,2.235174e-08,1.192093e-07,0,BERLARI
2026-04-05T14:46:28.647831,ESP32_001,User_001,284662,2.235174e-08,1.192093e-07,47,BERLARI
2026-04-05T14:46:30.661573,ESP32_001,User_001,286676,2.235174e-08,1.192093e-07,70,BERLARI
