received_at,participant_no,participant_id,accel_stddev,gyro_stddev,bpm,activity,timestamp
2026-05-01T10:37:44.081056,1,PSR_001,0.008807,0.0305,0,DUDUK,167409
2026-05-01T10:37:46.081584,1,PSR_001,0.010407,0.0324,0,DUDUK,169413
2026-05-01T10:37:48.087089,1,PSR_001,0.068902,28.9334,0,DUDUK,171418
2026-05-01T10:37:52.102244,1,PSR_001,0.017382,2.6876,32,DUDUK,175424
2026-05-01T10:37:54.104777,1,PSR_001,0.012822,6.7091,40,DUDUK,177434
2026-05-01T10:37:56.149654,1,PSR_001,0.03807,26.7277,45,DUDUK,179439
2026-05-01T10:37:58.289534,1,PSR_001,0.0787,38.5907,49,DUDUK,181454
2026-05-01T10:38:00.221628,1,PSR_001,0.046663,22.7071,55,DUDUK,183462
2026-05-01T10:38:02.136845,1,PSR_001,0.015295,8.7041,59,DUDUK,185467
2026-05-01T10:38:04.174193,1,PSR_001,0.010351,5.9564,70,DUDUK,187475
2026-05-01T10:38:06.160281,1,PSR_001,0.03884,12.4171,76,DUDUK,189490
2026-05-01T10:38:08.169768,1,PSR_001,0.013782,10.9459,81,DUDUK,191500
2026-05-01T10:38:10.175340,1,PSR_001,0.031784,29.3849,82,DUDUK,193506
2026-05-01T10:38:12.182536,1,PSR_001,0.073908,20.504,80,DUDUK,195511
2026-05-01T10:38:14.196909,1,PSR_001,0.023152,10.8695,75,DUDUK,197521
2026-05-01T10:38:16.196761,1,PSR_001,0.00859,5.3068,71,DUDUK,199527
2026-05-01T10:38:18.204098,1,PSR_001,0.004944,0.3479,67,DUDUK,201535
2026-05-01T10:38:20.221094,1,PSR_001,0.008535,0.7276,65,DUDUK,203551
2026-05-01T10:38:22.231473,1,PSR_001,0.00906,0.4818,66,DUDUK,205561
2026-05-01T10:38:24.236181,1,PSR_001,0.008122,2.2453,69,DUDUK,207566
2026-05-01T10:38:26.243186,1,PSR_001,0.00576,1.281,69,DUDUK,209572
2026-05-01T10:38:28.261627,1,PSR_001,0.026496,7.1165,70,DUDUK,211582
2026-05-01T10:38:30.264071,1,PSR_001,0.149902,60.0598,73,DUDUK,213593
2026-05-01T10:38:32.269820,1,PSR_001,0.053168,24.0505,79,DUDUK,215599
2026-05-01T10:38:34.278488,1,PSR_001,0.052218,17.6997,92,DUDUK,217605
2026-05-01T10:38:36.368586,1,PSR_001,0.152837,45.6733,112,DUDUK,219613
2026-05-01T10:38:38.293635,1,PSR_001,0.030918,12.9744,125,DUDUK,221623
2026-05-01T10:38:40.318890,1,PSR_001,0.017585,4.3416,121,DUDUK,223632
2026-05-01T10:38:42.308198,1,PSR_001,0.046251,9.4576,112,DUDUK,225636
2026-05-01T10:38:44.316827,1,PSR_001,0.015946,19.4759,101,DUDUK,227639
2026-05-01T10:38:49.576958,1,PSR_001,0.037948,38.0026,105,DUDUK,229644
2026-05-01T10:38:50.452016,1,PSR_001,0.006475,6.8598,108,DUDUK,231652
2026-05-01T10:38:51.510140,1,PSR_001,0.026711,25.388,107,DUDUK,233663
2026-05-01T10:38:52.466420,1,PSR_001,0.039237,11.9603,100,DUDUK,235675
2026-05-01T10:38:54.438123,1,PSR_001,0.049765,21.558,98,DUDUK,237690
2026-05-01T10:38:57.488982,1,PSR_001,0.055628,67.0056,96,DUDUK,239698
2026-05-01T10:38:59.272582,1,PSR_001,0.030206,25.0897,96,DUDUK,241703
2026-05-01T10:39:00.802503,1,PSR_001,0.029333,41.3828,87,DUDUK,243717
2026-05-01T10:39:02.551802,1,PSR_001,0.011478,4.7978,89,DUDUK,245727
2026-05-01T10:39:04.577627,1,PSR_001,0.006255,7.9783,87,DUDUK,247741
2026-05-01T10:39:06.489925,1,PSR_001,0.007192,1.3242,89,DUDUK,249751
2026-05-01T10:39:08.590632,1,PSR_001,0.005672,0.4954,86,DUDUK,251776
2026-05-01T10:39:10.631205,1,PSR_001,0.005738,0.3506,84,DUDUK,253783
2026-05-01T10:39:12.462165,1,PSR_001,0.009067,0.4655,82,DUDUK,255788
2026-05-01T10:39:14.488212,1,PSR_001,0.004732,0.3052,77,DUDUK,257796
2026-05-01T10:39:16.478319,1,PSR_001,0.00482,0.5733,74,DUDUK,259806
2026-05-01T10:39:18.493051,1,PSR_001,0.005405,0.3044,71,DUDUK,261816
2026-05-01T10:39:20.505501,1,PSR_001,0.005362,0.6116,68,DUDUK,263834
2026-05-01T10:39:22.506531,1,PSR_001,0.008014,0.2859,67,DUDUK,265834
2026-05-01T10:39:24.517050,1,PSR_001,0.007536,0.3857,66,DUDUK,267843
2026-05-01T10:39:26.519530,1,PSR_001,0.004845,0.5046,66,DUDUK,269848
2026-05-01T10:39:28.527542,1,PSR_001,0.0052,0.3752,66,DUDUK,271853
2026-05-01T10:39:30.546633,1,PSR_001,0.006201,0.2963,65,DUDUK,273874
2026-05-01T10:39:32.547637,1,PSR_001,0.00582,1.3033,65,DUDUK,275874
2026-05-01T10:39:34.556923,1,PSR_001,0.007143,0.4289,65,DUDUK,277884
2026-05-01T10:39:36.561042,1,PSR_001,0.006196,0.2152,65,DUDUK,279889
2026-05-01T10:39:38.570639,1,PSR_001,0.006269,0.5785,65,DUDUK,281894
2026-05-01T10:39:40.946091,1,PSR_001,0.006473,1.1776,65,DUDUK,283915
2026-05-01T10:39:42.599965,1,PSR_001,0.004847,0.3023,67,DUDUK,285918
2026-05-01T10:39:44.606099,1,PSR_001,0.008455,0.2126,69,DUDUK,287933
2026-05-01T10:39:46.610553,1,PSR_001,0.008114,0.2952,70,DUDUK,289938
2026-05-01T10:39:48.615629,1,PSR_001,0.006124,0.3569,70,DUDUK,291943
2026-05-01T10:39:50.622480,1,PSR_001,0.006258,0.3369,69,DUDUK,293948
2026-05-01T10:39:52.638573,1,PSR_001,0.005888,0.3046,66,DUDUK,295953
2026-05-01T10:39:54.634111,1,PSR_001,0.005563,0.2984,63,DUDUK,297961
2026-05-01T10:39:56.643754,1,PSR_001,0.005795,0.2558,62,DUDUK,299971
2026-05-01T10:39:58.693526,1,PSR_001,0.009613,1.4159,62,DUDUK,301981
2026-05-01T10:40:00.691286,1,PSR_001,0.008293,2.8071,62,DUDUK,303994
2026-05-01T10:40:02.678515,1,PSR_001,0.004788,1.4813,62,DUDUK,306004
2026-05-01T10:40:04.692122,1,PSR_001,0.006006,0.4929,64,DUDUK,308019
2026-05-01T10:40:06.701017,1,PSR_001,0.005848,0.3516,66,DUDUK,310024
2026-05-01T10:40:08.703709,1,PSR_001,0.0047,0.3823,67,DUDUK,312030
2026-05-01T10:40:10.710175,1,PSR_001,0.007407,0.3232,67,DUDUK,314036
2026-05-01T10:40:12.736675,1,PSR_001,0.00628,0.2495,67,DUDUK,316042
2026-05-01T10:40:14.720626,1,PSR_001,0.007245,0.2324,67,DUDUK,318047
2026-05-01T10:40:16.739958,1,PSR_001,0.00664,0.2775,67,DUDUK,320065
2026-05-01T10:40:18.738732,1,PSR_001,0.006603,0.2356,67,DUDUK,322065
2026-05-01T10:40:20.750608,1,PSR_001,0.004395,0.4554,67,DUDUK,324076
2026-05-01T10:40:22.770692,1,PSR_001,0.006597,0.3466,67,DUDUK,326086
2026-05-01T10:40:24.769220,1,PSR_001,0.00697,0.6515,67,DUDUK,328095
2026-05-01T10:40:26.775511,1,PSR_001,0.006981,1.047,67,DUDUK,330102
2026-05-01T10:40:28.788423,1,PSR_001,0.011274,12.9761,67,DUDUK,332112
2026-05-01T10:40:30.805221,1,PSR_001,0.008433,1.5913,67,DUDUK,334118
2026-05-01T10:40:32.796315,1,PSR_001,0.054472,16.9167,68,DUDUK,336122
2026-05-01T10:40:34.816512,1,PSR_001,0.188139,32.9127,68,DUDUK,338137
2026-05-01T10:40:36.811703,1,PSR_001,0.009177,17.2478,66,DUDUK,340137
2026-05-01T10:40:38.818216,1,PSR_001,0.010928,2.1711,63,DUDUK,342144
2026-05-01T10:40:40.836756,1,PSR_001,0.010078,0.5524,60,DUDUK,344155
2026-05-01T10:40:42.847148,1,PSR_001,0.006044,0.4277,58,DUDUK,346165
2026-05-01T10:40:44.849882,1,PSR_001,0.009429,0.5885,58,DUDUK,348171
2026-05-01T10:40:46.854618,1,PSR_001,0.009026,0.7989,61,DUDUK,350180
2026-05-01T10:40:48.862709,1,PSR_001,0.012153,0.9427,62,DUDUK,352188
2026-05-01T10:40:50.873915,1,PSR_001,0.006474,0.5702,62,DUDUK,354199
2026-05-01T10:40:52.885480,1,PSR_001,0.007679,0.3005,62,DUDUK,356209
2026-05-01T10:40:54.907916,1,PSR_001,0.007206,0.1911,62,DUDUK,358224
2026-05-01T10:40:56.917222,1,PSR_001,0.00721,0.2209,62,DUDUK,360239
2026-05-01T10:40:58.917007,1,PSR_001,0.006863,0.3268,62,DUDUK,362242
2026-05-01T10:41:00.936482,1,PSR_001,0.011205,0.6528,62,DUDUK,364253
2026-05-01T10:41:02.951157,1,PSR_001,0.00916,0.4544,62,DUDUK,366273
2026-05-01T10:41:04.971961,1,PSR_001,0.008172,0.4853,62,DUDUK,368284
2026-05-01T10:41:06.965275,1,PSR_001,0.008531,0.3419,62,DUDUK,370289
2026-05-01T10:41:08.973438,1,PSR_001,0.011429,0.2614,62,DUDUK,372297
2026-05-01T10:41:10.986669,1,PSR_001,0.008289,0.1589,63,DUDUK,374302
2026-05-01T10:41:12.987291,1,PSR_001,0.012075,0.2858,63,DUDUK,376311
2026-05-01T10:41:15.002388,1,PSR_001,0.008576,0.1737,63,DUDUK,378321
2026-05-01T10:41:17.000573,1,PSR_001,0.009353,0.2276,63,DUDUK,380326
2026-05-01T10:41:19.006681,1,PSR_001,0.008319,0.2184,63,DUDUK,382330
2026-05-01T10:41:21.011927,1,PSR_001,0.009349,0.1563,63,DUDUK,384336
2026-05-01T10:41:23.018604,1,PSR_001,0.011658,0.1619,63,DUDUK,386341
2026-05-01T10:41:25.030080,1,PSR_001,0.009927,0.45,63,DUDUK,388352
2026-05-01T10:41:27.042594,1,PSR_001,0.011772,0.228,63,DUDUK,390367
2026-05-01T10:41:29.222579,1,PSR_001,0.011662,0.24,63,DUDUK,392372
2026-05-01T10:41:31.246687,1,PSR_001,0.013923,0.1427,63,DUDUK,394388
2026-05-01T10:41:33.090357,1,PSR_001,0.007089,0.2166,63,DUDUK,396395
2026-05-01T10:41:35.082361,1,PSR_001,0.013254,0.174,63,DUDUK,398405
2026-05-01T10:41:37.091809,1,PSR_001,0.008147,0.2797,63,DUDUK,400415
2026-05-01T10:41:39.103554,1,PSR_001,0.005478,0.1423,64,DUDUK,402427
2026-05-01T10:41:41.109922,1,PSR_001,0.008584,0.1701,66,DUDUK,404431
2026-05-01T10:41:43.122041,1,PSR_001,0.011895,0.1555,66,DUDUK,406441
2026-05-01T10:41:45.127891,1,PSR_001,0.01038,0.1878,66,DUDUK,408451
2026-05-01T10:41:47.132372,1,PSR_001,0.007578,0.2152,66,DUDUK,410456
2026-05-01T10:41:49.144660,1,PSR_001,0.008341,0.1468,65,DUDUK,412466
