received_at,participant_no,participant_id,accel_stddev,gyro_stddev,bpm,activity,timestamp
2026-05-03T20:14:57.627370,13,PSR_013,0.008983,1.8814,0,BERJALAN,6586385
2026-05-03T20:14:59.677326,13,PSR_013,0.008108,13.452,0,BERJALAN,6588390
2026-05-03T20:15:03.771263,13,PSR_013,0.010933,11.6955,43,BERJALAN,6592417
2026-05-03T20:15:05.740376,13,PSR_013,0.016721,12.0587,69,BERJALAN,6594421
2026-05-03T20:15:07.663808,13,PSR_013,0.016435,9.7304,86,BERJALAN,6596431
2026-05-03T20:15:09.636034,13,PSR_013,0.012631,9.0232,87,BERJALAN,6598436
2026-05-03T20:15:11.656046,13,PSR_013,0.013366,10.3462,85,BERJALAN,6600452
2026-05-03T20:15:13.705251,13,PSR_013,0.018474,10.9594,84,BERJALAN,6602463
2026-05-03T20:15:15.752649,13,PSR_013,0.010503,10.6906,82,BERJALAN,6604473
2026-05-03T20:15:17.697781,13,PSR_013,0.015863,10.1342,80,BERJALAN,6606478
2026-05-03T20:15:19.747090,13,PSR_013,0.02608,11.7868,80,BERJALAN,6608481
2026-05-03T20:15:21.795019,13,PSR_013,0.015731,10.5988,83,BERJALAN,6610494
2026-05-03T20:15:23.740624,13,PSR_013,0.009214,8.8306,88,BERJALAN,6612502
2026-05-03T20:15:25.787517,13,PSR_013,0.012001,10.6537,100,BERJALAN,6614507
2026-05-03T20:15:27.734586,13,PSR_013,0.015216,10.4156,100,BERJALAN,6616510
2026-05-03T20:15:29.783822,13,PSR_013,0.018258,14.3479,99,BERJALAN,6618525
2026-05-03T20:15:31.829566,13,PSR_013,0.018819,11.624,92,BERJALAN,6620535
2026-05-03T20:15:33.775811,13,PSR_013,0.019772,11.6116,84,BERJALAN,6622551
2026-05-03T20:15:35.925195,13,PSR_013,0.015217,11.2905,82,BERJALAN,6624557
2026-05-03T20:15:37.768663,13,PSR_013,0.02026,11.1566,79,BERJALAN,6626566
2026-05-03T20:15:39.816190,13,PSR_013,0.015583,11.5779,78,BERJALAN,6628581
2026-05-03T20:15:41.864493,13,PSR_013,0.014539,12.0007,77,BERJALAN,6630584
2026-05-03T20:15:43.791788,13,PSR_013,0.013914,13.643,76,BERJALAN,6632595
2026-05-03T20:15:45.961596,13,PSR_013,0.01299,9.703,76,BERJALAN,6634610
2026-05-03T20:15:47.906007,13,PSR_013,0.015269,10.2478,76,BERJALAN,6636616
2026-05-03T20:15:49.836210,13,PSR_013,0.008301,6.8805,79,BERJALAN,6638620
2026-05-03T20:15:51.901648,13,PSR_013,0.012671,10.2979,80,BERJALAN,6640628
2026-05-03T20:15:53.845198,13,PSR_013,0.010525,9.9723,80,BERJALAN,6642639
2026-05-03T20:15:55.866935,13,PSR_013,0.015391,11.8628,79,BERJALAN,6644644
2026-05-03T20:15:57.941390,13,PSR_013,0.011664,13.0928,77,BERJALAN,6646651
2026-05-03T20:15:59.886853,13,PSR_013,0.01167,11.443,77,BERJALAN,6648656
