received_at,device_id,participant_id,accel_stddev,gyro_stddev,bpm,activity,local_act,timestamp
2026-04-13T10:40:12.828100,ESP32_001,data_collection_BERLARI,0.196936,30.9163,160,BERLARI,BERLARI,1590202
2026-04-13T10:40:14.836951,ESP32_001,data_collection_BERLARI,0.261378,31.5336,162,BERLARI,BERLARI,1592212
2026-04-13T10:40:16.849741,ESP32_001,data_collection_BERLARI,0.265848,33.4733,160,BERLARI,BERLARI,1594223
2026-04-13T10:40:18.858199,ESP32_001,data_collection_BERLARI,0.340115,50.172,157,BERLARI,BERLARI,1596233
2026-04-13T10:40:20.877561,ESP32_001,data_collection_BERLARI,0.329797,35.0317,158,BERLARI,BERLARI,1598247
2026-04-13T10:40:22.898619,ESP32_001,data_collection_BERLARI,0.329934,42.6789,160,BERLARI,BERLARI,1600268
2026-04-13T10:40:24.907859,ESP32_001,data_collection_BERLARI,0.286546,29.0882,157,BERLARI,BERLARI,1602277
2026-04-13T10:40:26.926064,ESP32_001,data_collection_BERLARI,0.272559,28.3989,156,BERLARI,BERLARI,1604294
2026-04-13T10:40:28.935082,ESP32_001,data_collection_BERLARI,0.305712,31.34,161,BERLARI,BERLARI,1606303
2026-04-13T10:40:30.954780,ESP32_001,data_collection_BERLARI,0.333075,40.4476,162,BERLARI,BERLARI,1608323
2026-04-13T10:40:32.961445,ESP32_001,data_collection_BERLARI,0.308821,32.4273,150,BERLARI,BERLARI,1610330
2026-04-13T10:40:34.966198,ESP32_001,data_collection_BERLARI,0.334924,34.9713,152,BERLARI,BERLARI,1612341
2026-04-13T10:40:36.986716,ESP32_001,data_collection_BERLARI,0.378402,43.5941,160,BERLARI,BERLARI,1614350
2026-04-13T10:40:38.994132,ESP32_001,data_collection_BERLARI,0.416927,46.836,161,BERLARI,BERLARI,1616361
2026-04-13T10:40:41.003525,ESP32_001,data_collection_BERLARI,0.345021,36.139,160,BERLARI,BERLARI,1618372
2026-04-13T10:40:43.011520,ESP32_001,data_collection_BERLARI,0.401747,40.2934,160,BERLARI,BERLARI,1620383
2026-04-13T10:40:45.020418,ESP32_001,data_collection_BERLARI,0.349829,34.9665,159,BERLARI,BERLARI,1622395
2026-04-13T10:40:47.042581,ESP32_001,data_collection_BERLARI,0.351721,26.0924,160,BERLARI,BERLARI,1624409
2026-04-13T10:40:49.051228,ESP32_001,data_collection_BERLARI,0.335597,37.5073,166,BERLARI,BERLARI,1626420
2026-04-13T10:40:51.073565,ESP32_001,data_collection_BERLARI,0.41272,36.4083,163,BERLARI,BERLARI,1628441
2026-04-13T10:40:53.079943,ESP32_001,data_collection_BERLARI,0.383878,33.2337,159,BERLARI,BERLARI,1630448
2026-04-13T10:40:55.092699,ESP32_001,data_collection_BERLARI,0.400119,32.965,160,BERLARI,BERLARI,1632453
2026-04-13T10:40:57.089490,ESP32_001,data_collection_BERLARI,0.373961,35.285,161,BERLARI,BERLARI,1634457
2026-04-13T10:40:59.090888,ESP32_001,data_collection_BERLARI,0.391568,31.2547,161,BERLARI,BERLARI,1636464
2026-04-13T10:41:01.107408,ESP32_001,data_collection_BERLARI,0.354016,32.1872,158,BERLARI,BERLARI,1638476
2026-04-13T10:41:03.120184,ESP32_001,data_collection_BERLARI,0.367568,33.6654,149,BERLARI,BERLARI,1640488
2026-04-13T10:41:05.130800,ESP32_001,data_collection_BERLARI,0.391762,31.1779,157,BERLARI,BERLARI,1642502
2026-04-13T10:41:07.150347,ESP32_001,data_collection_BERLARI,0.391871,30.011,162,BERLARI,BERLARI,1644518
2026-04-13T10:41:09.158984,ESP32_001,data_collection_BERLARI,0.327247,26.5944,164,BERLARI,BERLARI,1646529
2026-04-13T10:41:11.179137,ESP32_001,data_collection_BERLARI,0.2498,27.4728,166,BERLARI,BERLARI,1648542
2026-04-13T10:41:13.188570,ESP32_001,data_collection_BERLARI,0.322988,25.6353,156,BERLARI,BERLARI,1650557
2026-04-13T10:41:15.553780,ESP32_001,data_collection_BERLARI,0.327641,29.6141,143,BERLARI,BERLARI,1652570
2026-04-13T10:41:17.208088,ESP32_001,data_collection_BERLARI,0.341567,32.856,156,BERLARI,BERLARI,1654581
2026-04-13T10:41:19.226740,ESP32_001,data_collection_BERLARI,0.316791,22.7954,166,BERLARI,BERLARI,1656596
2026-04-13T10:41:21.254367,ESP32_001,data_collection_BERLARI,0.303149,24.3384,156,BERLARI,BERLARI,1658622
2026-04-13T10:41:23.266138,ESP32_001,data_collection_BERLARI,0.319833,24.8297,163,BERLARI,BERLARI,1660633
2026-04-13T10:41:25.295271,ESP32_001,data_collection_BERLARI,0.32946,27.3875,170,BERLARI,BERLARI,1662644
2026-04-13T10:41:27.294550,ESP32_001,data_collection_BERLARI,0.34735,29.9829,169,BERLARI,BERLARI,1664660
2026-04-13T10:41:29.302470,ESP32_001,data_collection_BERLARI,0.359705,27.9859,167,BERLARI,BERLARI,1666669
2026-04-13T10:41:31.328019,ESP32_001,data_collection_BERLARI,0.347663,26.4751,166,BERLARI,BERLARI,1668678
2026-04-13T10:41:33.339054,ESP32_001,data_collection_BERLARI,0.381796,40.3005,166,BERLARI,BERLARI,1670692
2026-04-13T10:41:35.351398,ESP32_001,data_collection_BERLARI,0.382062,33.7161,166,BERLARI,BERLARI,1672718
